job_id,job_title,company_name,address,required_skills,apply_link
79,Electrical Engineer,Larsen & Toubro,Chennai,"electrical,maintenance",https://www.larsentoubro.com/careers
80,Civil Engineer,Shapoorji Pallonji,Mumbai,"civil,construction",https://www.shapoorjipallonji.com/careers
81,Design Engineer,Hero MotoCorp,Gurgaon,"design,mechanical",https://www.heromotocorp.com/en-in/careers
82,Manufacturing Engineer,Bosch,Bangalore,"manufacturing,production",https://www.bosch.in/careers
83,Plant Supervisor,JSW Steel,Bellary,"production,plant operations",https://www.jsw.in/careers
84,Maintenance Engineer,SAIL,Bhilai,"maintenance,mechanical",https://www.sail.co.in/en/careers
85,Automobile Engineer,Mahindra & Mahindra,Nashik,"automobile,design",https://jobs.mahindracareers.com
86,Electrical Technician,BHEL,Trichy,"electrical,maintenance",https://careers.bhel.in
87,Site Engineer,DLF,Gurgaon,"construction,site management",https://www.dlf.in/careers
88,Production Manager,ITC Limited,Kolkata,"production,operations",https://www.itcportal.com/careers
89,Factory Supervisor,Dabur,Noida,"manufacturing,supervision",https://www.dabur.com/careers
90,Supply Chain Executive,Hindustan Unilever,Mumbai,"supply chain,logistics",https://careers.unilever.com
91,Operations Manager,Adani Group,Ahmedabad,"operations,management",https://careers.adani.com
92,Mechanical Supervisor,Tata Steel,Jamshedpur,"mechanical,plant",https://www.tatasteel.com/careers
93,Production Engineer,Bajaj Auto,Pune,"manufacturing,quality",https://www.bajajauto.com/careers
94,Maintenance Supervisor,Maruti Suzuki,Gurgaon,"maintenance,plant",https://www.marutisuzuki.com/corporate/careers
95,Quality Control Officer,Nestle,Chandigarh,"quality,food safety",https://www.nestle.in/jobs
96,Warehouse Manager,Flipkart Logistics,Bangalore,"warehouse,logistics",https://www.flipkartcareers.com
97,Plant Engineer,UltraTech Cement,Jaipur,"plant,production",https://www.ultratechcement.com/careers
98,Electrical Engineer,Siemens,Mumbai,"electrical,automation",https://new.siemens.com/in/en/company/jobs.html
99,Manufacturing Supervisor,Godrej & Boyce,Mumbai,"manufacturing,operations",https://www.godrej.com/careers
100,Production Executive,Amul,Anand,"production,dairy",https://careers.amul.com
